"","DATESTAMP","COLOR","HHID","UNIQUE_HHID","HAVEPHONE","SPOUSEMOBILE","NUMOTHERPHONES","PRIMARYCOOK","AGE","FUEL","KNOWLUNCH","LUNCHYESTERDAY","WOODLASTWEEK","WOODLASTMONTH","GATHERWOODWEEK","GATHERLASTMONTH","VEHICLE","STOVES","DECISIONS","NOTES","DATESURVEY","PARISH","DATE","GROUP","MAXBID","MAXBIDNOVEL","SALE_DATE","SERIALNUMBER","PAID_PRICE","GENDER","STATUS","INCOME","HOWPAID","MAINEMPLOYER","TIMEEMPLOYED","HAVEPHONE1","SPOUSEMOBILE1","COWS","HOWMANYCOWS","VEHICLE1","TV","RADIO","FUEL1","WOODLASTWEEK1","WOODLASTMONTH1","GATHERWOODWEEK1","GATHERLASTMONTH1","STOVES1","PRIMARYCOOK1","PRIMARYCOOK2","DECISIONS1","DECISIONS2","TYPICALNUMEATING","WINNING_AMOUNT","WIN_TRADITIONAL_OFFER","WIN_NOVEL_OFFER","DEPOSIT_ON_SALES_DAY","PAID_IN_FULL","BALANCE_DUE_AFTER_SALES_MEETING","TOTAL_COLLECTED","RETURNED","DEFAULT","PAYMENT_COMPLETE","AMOUNT_REFUNDED","NOTES_WINNERS","DATE_SALE","FORECASTED_COLLECTION","ACTUAL_COLLECTION","FEMALE","HAVEPHONE2","VEHICLE_DISCRETE","BICYCLE_DUMMY","CAR_DUMMY","MOTORCYCLE_DUMMY","RADIO_DUMMY","BUYWOOD_DUMMY","GATHERWOOD_DUMMY","RESPONDENT_PRIMARY_COOK","HH_PHONES","WOOD","MARRIED1","MARRIED","TIME_EMPLOYED","WIFECOOK","JOINTDECISION","TSF_PRIMARY","SELFEMPLOYED","KNOWLUNCH_Dummy","TYPICALNUMEATING_Dummy","CASHPAID_Dummy","INCOME_Dummy","COWS_Dummy","TV_Dummy","ASSET_TOTAL","No_message","Improves_Health","Time_Money_Health","Time_Money","Female_AGE","Female_MARRIED","Female_WIFECOOK","Female_JOINTDECISION","Female_KNOWLUNCH_Dummy","Female_LUNCHYESTERDAY","Female_HH_PHONES","Female_INCOME_Dummy","Female_MOTORCYCLE_DUMMY","Female_CAR_DUMMY","Female_RADIO_DUMMY","Female_COWS_Dummy","Female_TV_Dummy","Female_WOOD","Female_TSF_PRIMARY","Female_BUYWOOD_DUMMY","Female_GATHERWOOD_DUMMY","Female_TotalAsset"
"1395","2/22/12 14:28","Orange","B",1372,"Yes","Yes I can enter the phone number",NA,"Respondent",21,"Wood","Yes",3,"No","No","Yes","Yes","Bicycle","None","Respondent & Spouse Jointly","none","22-Feb-12","Nsinka","2/22/12","Saves Time and Money",3.97614314115308,3.97614314115308,NA,NA,NA,"Female","Married (monogamous)","Yes","Cash only","Self-employed","Seasonal","Participant owns phone","Spouse owns phone","Yes","0-5 cows","Bicycle","No","Yes","Wood","No","No","Yes","Yes","None","Respondent","Wife","Respondent & Spouse Jointly","Wife & Husband Jointly","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"Bicycle",1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,"1",1,1,1,0,874.48,0,0,0,1,21,1,1,1,1,3,1,1,0,0,1,1,0,1,1,0,1,874.48
"1396","2/22/12 11:05","Yellow","L",1406,"Yesnonumber","No",NA,"Respondent",51,"Wood","Yes",2,"No","No","Yes","Yes","Bicycle","None","Respondent & Spouse Jointly","none","22-Feb-12","Nsinka","2/22/12","Improves Health",1.39165009940358,1.98807157057654,NA,NA,NA,"Female","Married (monogamous)","Yes","Cash and in-kind","Family member","All year","Participant owns phone","Spouse does not own phone","Yes","0-5 cows","Bicycle","No","Yes","Wood","No","No","Yes","Yes","None","Respondent","Wife","Respondent & Spouse Jointly","Wife & Husband Jointly","No we had less than usual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"Bicycle",1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,"0",1,1,1,0,874.48,0,1,0,0,51,1,1,1,1,2,1,1,0,0,1,1,0,1,1,0,1,874.48
"1397","2/22/12 12:08","Yellow","D",1380,"Yesnonumber","No",NA,"Spouse",24,"Wood","Yes",3,"No","No","Yes","Yes","None","Charcoal Stove","Respondent","none","22-Feb-12","Nsinka","2/22/12","Improves Health",5.96421471172962,7.95228628230616,"2/22/12","EG1JO84263",5.96421471172962,"Male","Married (monogamous)","Yes","Cash and in-kind","Self-employed","All year","Participant owns phone","Spouse does not own phone","No",NA,"None","No","Yes","Wood","No","No","Yes","Yes","Charcoal Stove","Spouse","Wife","Respondent","Husband","Yes",5.96421471172962,1,0,1.98807157057654,0,10000,15000,0,0,1,0,NA,"22-Feb-12","29-Feb-12","23-Mar-12",0,1,"None",0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1,"1",1,1,0,0,48.09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1398","2/22/12 12:00","White","M",1409,"Yes and I know the number","Yes I can enter the phone number",NA,"Respondent",29,"Wood","Yes",6,"Yes","Yes","Yes","Yes","None","Built-in Mud Stove","Respondent","ok","22-Feb-12","Nsinka","2/22/12","No Message",2.18687872763419,2.38568588469185,NA,NA,NA,"Female","Married (monogamous)","Yes","Cash and in-kind","Self-employed","All year",NA,"Spouse owns phone","No",NA,"None","No","Yes","Wood","Yes","Yes","Yes","Yes","Built-in Mud Stove","Respondent","Wife","Respondent","Wife","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"None",0,0,0,1,1,1,1,2,1,1,1,1,1,0,0,1,1,"1",1,1,0,0,48.09,1,0,0,0,29,1,1,0,1,6,2,1,0,0,1,0,0,1,0,1,1,48.09
"1399","2/22/12 23:58","Orange","Z",1443,"No","Yes but I don`t know the phone number",NA,"Respondent",30,"Wood","Yes",3,"Yes","Yes","No","No","Bicycle","Charcoal Stove","Respondent & Spouse Jointly","none","22-Feb-12","Nsinka","2/22/12","Saves Time and Money",5.96421471172962,7.95228628230616,NA,NA,NA,"Female","Married (monogamous)","Yes","Cash only","Self-employed","All year","Participant does not own phone","Spouse owns phone","No",NA,"Bicycle","No","Yes","Wood","Yes","Yes","No","No","Charcoal Stove","Respondent","Wife","Respondent & Spouse Jointly","Wife & Husband Jointly","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,"Bicycle",1,0,0,1,1,0,1,0,1,1,1,1,1,1,0,1,1,"1",1,1,0,0,83.53,0,0,0,1,30,1,1,1,1,3,0,1,0,0,1,0,0,1,0,1,0,83.53
"1400","2/22/12 12:00","Pink","H",1391,"No",NA,NA,"Other",40,"Wood","Yes",4,"No","No","Yes","Yes","Bicycle","None","Respondent","no","22-Feb-12","Nsinka","2/22/12","Time, Money and Health",1.98807157057654,1.98807157057654,NA,NA,NA,"Female","Divorced or Separated","Yes","Cash only","Non-family member","Seasonal","Participant does not own phone",NA,"No",NA,"Bicycle","No","Yes","Wood","No","No","Yes","Yes","None","Other","Other","Respondent","Wife","No we had less than usual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,"Bicycle",1,0,0,1,0,1,0,2,1,0,0,0,0,0,1,0,1,"0",1,1,0,0,83.53,0,0,1,0,40,0,0,0,1,4,2,1,0,0,1,0,0,1,1,0,1,83.53
"1401","2/22/12 11:04","Pink","X",1438,"Yesnonumber","Yes but I don`t know the phone number",NA,"Respondent",39,"Wood","Yes",3,"Yes","Yes","Yes","Yes","Bicycle","None","Respondent","no","22-Feb-12","Nsinka","2/22/12","Time, Money and Health",3.97614314115308,3.97614314115308,NA,NA,NA,"Female","Married (monogamous)","Yes","Cash only","Self-employed","All year","Participant owns phone","Spouse owns phone","No",NA,"Bicycle","No","Yes","Wood","Yes","Yes","Yes","Yes","None","Respondent","Wife","Respondent","Wife","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"Bicycle",1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,"1",1,1,0,0,117.79,0,0,1,0,39,1,1,0,1,3,1,1,0,0,1,0,0,1,1,1,1,117.79
"1402","2/22/12 11:31","Yellow","Z",1445,"No","No",NA,"Respondent",47,"Wood","Yes",2,"No","No","Yes","Yes","Bicycle","None","Spouse","none","22-Feb-12","Nsinka","2/22/12","Improves Health",1.98807157057654,3.97614314115308,NA,NA,NA,"Female","Married (monogamous)","No",NA,NA,NA,"Participant does not own phone","Spouse does not own phone","Yes","0-5 cows","Bicycle","No","Yes","Wood","No","No","Yes","Yes","None","Respondent","Wife","Spouse","Husband","No we had less than usual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,"Bicycle",1,0,0,1,0,1,1,0,1,1,1,0,1,0,1,0,1,"0",NA,0,1,0,840.22,0,1,0,0,47,1,1,0,1,2,0,0,0,0,1,1,0,1,1,0,1,840.22
"1403","2/22/12 11:21","Pink","D",1378,"Yesnonumber","Yes but I don`t know the phone number",NA,"Respondent",49,"Wood","Yes",2,"No","No","Yes","Yes","None","None","Respondent & Spouse Jointly","no","22-Feb-12","Nsinka","2/22/12","Time, Money and Health",1.98807157057654,2.78330019880716,NA,NA,NA,"Female","Married (monogamous)","Yes","Cash only","Self-employed","All year","Participant owns phone","Spouse owns phone","No",NA,"None","No","Yes","Wood","No","No","Yes","Yes","None","Respondent","Wife","Respondent & Spouse Jointly","Wife & Husband Jointly","No we had less than usual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"None",0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,"0",1,1,0,0,48.09,0,0,1,0,49,1,1,1,1,2,1,1,0,0,1,0,0,1,1,0,1,48.09
"1404","2/22/12 13:57","Orange","Y",1441,"No",NA,NA,"Respondent",58,"Wood","No",NA,"No","No","Yes","Yes","Bicycle","Built-in Mud Stove","Respondent","none","22-Feb-12","Nsinka","2/22/12","Saves Time and Money",1.98807157057654,3.18091451292247,NA,NA,NA,"Female","Widow or Widower","Yes","Cash only","Self-employed","Seasonal","Participant does not own phone",NA,"No",NA,"Bicycle","No","Yes","Wood","No","No","Yes","Yes","Built-in Mud Stove","Respondent","Wife","Respondent","Wife",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,"Bicycle",1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,NA,1,1,0,0,83.53,0,0,0,1,58,0,1,0,0,NA,0,1,0,0,1,0,0,1,0,0,1,83.53
"1405","2/22/12 14:19","Orange","S",1423,"No","Yes I can enter the phone number",NA,"Respondent",30,"Wood","Yes",1,"No","No","Yes","Yes","Bicycle","None","Respondent & Spouse Jointly","none","22-Feb-12","Nsinka","2/22/12","Saves Time and Money",1.98807157057654,2.38568588469185,NA,NA,NA,"Female","Married (monogamous)","Yes","Cash and in-kind","Family member","Seasonal","Participant does not own phone","Spouse owns phone","No",NA,"Bicycle","No","Yes","Wood","No","No","Yes","Yes","None","Respondent","Wife","Respondent & Spouse Jointly","Wife & Husband Jointly","No we had less than usual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,"Bicycle",1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,0,1,"0",1,1,0,0,83.53,0,0,0,1,30,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1,83.53
"1406","2/22/12 11:44","Pink","B",1373,"Yes",NA,NA,"Respondent",32,"Wood","Yes",5,"No","No","Yes","Yes","None","Charcoal Stove","Respondent","no","22-Feb-12","Nsinka","2/22/12","Time, Money and Health",1.59045725646123,1.59045725646123,NA,NA,NA,"Female","Divorced or Separated","Yes","Cash only","Non-family member","Seasonal","Participant owns phone",NA,"No",NA,"None","No","No","Wood","No","No","Yes","Yes","Charcoal Stove","Respondent","Wife","Respondent","Wife","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"None",0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,"1",1,1,0,0,34.26,0,0,1,0,32,0,1,0,1,5,1,1,0,0,0,0,0,1,0,0,1,34.26
"1407","2/22/12 11:30","Pink","L",1404,"Yes","Yes but I don`t know the phone number",NA,"Respondent",40,"Wood","Yes",2,"No","No","Yes","Yes","Bicycle","None","Respondent & Spouse Jointly","no","22-Feb-12","Nsinka","2/22/12","Time, Money and Health",1.98807157057654,1.98807157057654,NA,NA,NA,"Female","Married (monogamous)","Yes","Cash only","Self-employed","All year","Participant owns phone","Spouse owns phone","No",NA,"Bicycle","No","Yes","Wood","No","No","Yes","Yes","None","Respondent","Wife","Respondent & Spouse Jointly","Wife & Husband Jointly","No we had less than usual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"Bicycle",1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,"0",1,1,0,0,117.79,0,0,1,0,40,1,1,1,1,2,1,1,0,0,1,0,0,1,1,0,1,117.79
"1408","2/22/12 11:52","Pink","Q",1420,"No",NA,NA,"Respondent",52,"Wood","Yes",1,"No","No","Yes","Yes","Bicycle","None","Respondent","no","22-Feb-12","Nsinka","2/22/12","Time, Money and Health",1.98807157057654,1.98807157057654,NA,NA,NA,"Female","Widow or Widower","Yes","Cash only","Self-employed","Seasonal","Participant does not own phone",NA,"No",NA,"Bicycle","No","Yes","Wood","No","No","Yes","Yes","None","Respondent","Wife","Respondent","Wife","No we had less than usual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,"Bicycle",1,0,0,1,0,1,1,2,1,0,0,0,1,0,1,1,1,"0",1,1,0,0,83.53,0,0,1,0,52,0,1,0,1,1,2,1,0,0,1,0,0,1,1,0,1,83.53
"1409","2/22/12 12:00","White","X",1439,"No","Yes but I don`t know the phone number",NA,"Respondent",30,"Wood","Yes",5,"No","No","Yes","Yes","Bicycle","Other type of fuel efficient wood stove","Respondent","ok","22-Feb-12","Nsinka","2/22/12","No Message",1.19284294234592,1.59045725646123,NA,NA,NA,"Female","Married (monogamous)","Yes","Cash and in-kind","Self-employed","Seasonal","Participant does not own phone","Spouse owns phone","No",NA,"Bicycle","No","Yes","Wood","No","No","Yes","Yes","Other","Respondent","Wife","Respondent","Wife","No we had less than usual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,"Bicycle",1,0,0,1,0,1,1,0,1,1,1,0,1,0,0,1,1,"0",1,1,0,0,83.53,1,0,0,0,30,1,1,0,1,5,0,1,0,0,1,0,0,1,0,0,1,83.53
"1410","2/22/12 12:00","White","J",1399,"Yes and I know the number","Yes I can enter the phone number",NA,"Respondent",31,"Wood","Yes",10,"Yes","No","Yes","Yes","Motorcycle","None","Respondent","ok","22-Feb-12","Nsinka","2/22/12","No Message",1.19284294234592,4.7713717693837,NA,NA,NA,"Female","Married (monogamous)","Yes","Cash and in-kind","Self-employed","All year",NA,"Spouse owns phone","No",NA,"Motorcycle","No","Yes","Wood","Yes","No","Yes","Yes","None","Respondent","Wife","Respondent","Wife","No we had more than usual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"Motorcycle",0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,"0",1,1,0,0,831.79,1,0,0,0,31,1,1,0,1,10,1,1,1,0,1,0,0,1,1,1,1,831.79
"1411","2/22/12 14:49","Orange","E",1381,"Yes","Yes but I don`t know the phone number",NA,"Respondent",30,"Wood|Charcoal","Yes",3,"No","No","Yes","Yes","Bicycle","None","Respondent & Spouse Jointly","none","22-Feb-12","Nsinka","2/22/12","Saves Time and Money",1.59045725646123,1.59045725646123,NA,NA,NA,"Female","Married (monogamous)","Yes","Cash only","Self-employed","Seasonal","Participant owns phone","Spouse owns phone","No",NA,"Bicycle","No","No","Wood|Charcoal","No","No","Yes","Yes","None","Respondent","Wife","Respondent & Spouse Jointly","Wife & Husband Jointly","No we had less than usual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"Bicycle",1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,"0",1,1,0,0,103.96,0,0,0,1,30,1,1,1,1,3,1,1,0,0,0,0,0,1,1,0,1,103.96
"1412","2/22/12 11:38","Pink","N",1412,"No","No",NA,"Respondent",42,"Wood","Yes",2,"No","No","Yes","Yes","None","None","Respondent","no","22-Feb-12","Nsinka","2/22/12","Time, Money and Health",1.98807157057654,2.78330019880716,NA,NA,NA,"Female","Married (monogamous)","Yes","Cash only","Non-family member","Occasional","Participant does not own phone","Spouse does not own phone","No",NA,"None","No","No","Wood","No","No","Yes","Yes","None","Respondent","Wife","Respondent","Wife","No we had less than usual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,"None",0,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,1,"0",1,1,0,0,0,0,0,1,0,42,1,1,0,1,2,0,1,0,0,0,0,0,1,1,0,1,0
"1413","2/22/12 11:27","Pink","M",1408,"No",NA,NA,"Respondent",49,"Wood","Yes",2,"No","No","Yes","Yes","None","None","Respondent","no","22-Feb-12","Nsinka","2/22/12","Time, Money and Health",1.59045725646123,1.98807157057654,NA,NA,NA,"Female","Divorced or Separated","Yes","Cash only","Non-family member","Seasonal","Participant does not own phone",NA,"No",NA,"None","No","No","Wood","No","No","Yes","Yes","None","Respondent","Wife","Respondent","Wife","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,"None",0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,"1",1,1,0,0,0,0,0,1,0,49,0,1,0,1,2,0,1,0,0,0,0,0,1,1,0,1,0
"1415","2/22/12 12:03","Yellow","K",1402,"No","Yes but I don`t know the phone number",NA,"Respondent",29,"Wood","Yes",2,"No","No","Yes","Yes","Bicycle","None","Spouse","none","22-Feb-12","Nsinka","2/22/12","Improves Health",1.19284294234592,1.98807157057654,NA,NA,NA,"Female","Married (monogamous)","No",NA,NA,NA,"Participant does not own phone","Spouse owns phone","No",NA,"Bicycle","No","Yes","Wood","No","No","Yes","Yes","None","Respondent","Wife","Spouse","Husband","No we had less than usual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,"Bicycle",1,0,0,1,0,1,1,0,1,1,1,0,1,0,1,0,1,"0",NA,0,0,0,83.53,0,1,0,0,29,1,1,0,1,2,0,0,0,0,1,0,0,1,1,0,1,83.53
"1416","2/22/12 12:00","White","T",1426,"Yes and I know the number",NA,NA,"Respondent",49,"Wood","Yes",5,"No","No","Yes","Yes","Motorcycle","Kerosene Stove","Respondent","ok","22-Feb-12","Nsinka","2/22/12","No Message",1.98807157057654,3.18091451292247,NA,NA,NA,"Female","Divorced or Separated","Yes","Cash and in-kind","Self-employed","All year",NA,NA,"Yes","11-15 cows","Motorcycle","Yes","Yes","Wood","No","No","Yes","Yes","Other","Respondent","Wife","Respondent","Wife","No we had less than usual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"Motorcycle",0,0,1,1,0,1,1,2,1,0,0,1,1,0,0,1,1,"0",1,1,1,1,4245.05,1,0,0,0,49,0,1,0,1,5,2,1,1,0,1,1,1,1,0,0,1,4245.05
"1417","2/22/12 11:15","Pink","R",1422,"Yes","Yes I can enter the phone number",NA,"Respondent",32,"Wood","Yes",4,"No","No","Yes","Yes","Bicycle","None","Respondent & Spouse Jointly","no","22-Feb-12","Nsinka","2/22/12","Time, Money and Health",3.97614314115308,3.97614314115308,NA,NA,NA,"Female","Married (monogamous)","Yes","Cash only","Non-family member","Seasonal","Participant owns phone","Spouse owns phone","Yes","0-5 cows","Bicycle","No","Yes","Wood","No","No","Yes","Yes","None","Respondent","Wife","Respondent & Spouse Jointly","Wife & Husband Jointly","No we had less than usual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"Bicycle",1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,0,1,"0",1,1,1,0,874.48,0,0,1,0,32,1,1,1,1,4,1,1,0,0,1,1,0,1,1,0,1,874.48
"1418","2/22/12 11:00","Pink","J",1398,"No","Yes but I don`t know the phone number",NA,"Respondent",25,"Wood","Yes",3,"No","No","Yes","Yes","Bicycle","None","Respondent & Spouse Jointly","no","22-Feb-12","Nsinka","2/22/12","Time, Money and Health",3.97614314115308,3.97614314115308,NA,NA,NA,"Female","Married (monogamous)","Yes","Cash only","Self-employed","All year","Participant does not own phone","Spouse owns phone","Yes","0-5 cows","Bicycle","No","Yes","Wood","No","No","Yes","Yes","None","Respondent","Wife","Respondent & Spouse Jointly","Wife & Husband Jointly","No we had less than usual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,"Bicycle",1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,"0",1,1,1,0,840.22,0,0,1,0,25,1,1,1,1,3,0,1,0,0,1,1,0,1,1,0,1,840.22
"1419","2/22/12 11:11","Yellow","I",1396,"No",NA,NA,"Respondent",66,"Wood","Yes",2,"No","No","Yes","Yes","None","None","Respondent","none","22-Feb-12","Nsinka","2/22/12","Improves Health",1.19284294234592,1.59045725646123,NA,NA,NA,"Female","Widow or Widower","Yes","Cash and in-kind","Self-employed","All year","Participant does not own phone",NA,"No",NA,"None","No","No","Wood","No","No","Yes","Yes","None","Respondent","Wife","Respondent","Wife","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,"None",0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1,1,"1",1,1,0,0,0,0,1,0,0,66,0,1,0,1,2,0,1,0,0,0,0,0,1,1,0,1,0
"1420","2/22/12 12:00","White","A",1370,"No","Yes but I don`t know the phone number",NA,"Respondent",38,"Wood","Yes",3,"Yes","Yes","Yes","Yes","Bicycle","Charcoal Stove","Respondent","ok","22-Feb-12","Nsinka","2/22/12","No Message",1.98807157057654,3.97614314115308,NA,NA,NA,"Female","Married (monogamous)","Yes","Cash and in-kind","Self-employed","All year","Participant does not own phone","Spouse owns phone","No",NA,"Bicycle","No","Yes","Wood","Yes","Yes","Yes","Yes","Charcoal Stove","Respondent","Wife","Respondent","Wife","No we had less than usual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,"Bicycle",1,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,"0",1,1,0,0,83.53,1,0,0,0,38,1,1,0,1,3,0,1,0,0,1,0,0,1,0,1,1,83.53
"1421","2/22/12 12:00","White","O",1414,"No",NA,NA,"Respondent",65,"Wood","Yes",2,"No","No","Yes","Yes","None","Built-in Mud Stove","Respondent","ok","22-Feb-12","Nsinka","2/22/12","No Message",1.98807157057654,1.59045725646123,NA,NA,NA,"Female","Widow or Widower","Yes","Cash and in-kind","Self-employed","All year","Participant does not own phone",NA,"No",NA,"None","No","Yes","Wood","No","No","Yes","Yes","Built-in Mud Stove","Respondent","Wife","Respondent","Wife","No we had less than usual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,"None",0,0,0,1,0,1,1,2,1,0,0,1,1,0,0,1,1,"0",1,1,0,0,13.83,1,0,0,0,65,0,1,0,1,2,2,1,0,0,1,0,0,1,0,0,1,13.83
"1422","2/22/12 11:34","Yellow","P",1419,"Yes",NA,NA,"Respondent",40,"Wood","Yes",4,"No","No","Yes","Yes","None","None","Respondent","none","22-Feb-12","Nsinka","2/22/12","Improves Health",1.98807157057654,0.99403578528827,NA,NA,NA,"Female","Widow or Widower","No",NA,NA,NA,"Participant owns phone",NA,"No",NA,"None","No","No","Wood","No","No","Yes","Yes","None","Respondent","Wife","Respondent","Wife","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"None",0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,1,"1",NA,0,0,0,34.26,0,1,0,0,40,0,1,0,1,4,1,0,0,0,0,0,0,1,1,0,1,34.26
"1423","2/22/12 11:08","Yellow","H",1393,"No",NA,NA,"Respondent",35,"Wood","Yes",4,"No","No","Yes","Yes","None","None","Respondent","none","22-Feb-12","Nsinka","2/22/12","Improves Health",1.19284294234592,1.98807157057654,NA,NA,NA,"Female","Divorced or Separated","Yes","Cash and in-kind","Self-employed","All year","Participant does not own phone",NA,"No",NA,"None","No","Yes","Wood","No","No","Yes","Yes","None","Respondent","Wife","Respondent","Wife","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,"None",0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,"1",1,1,0,0,13.83,0,1,0,0,35,0,1,0,1,4,0,1,0,0,1,0,0,1,1,0,1,13.83
"1424","2/22/12 11:11","Pink","A",1369,"Yes","Yes but I don`t know the phone number",NA,"Respondent",37,"Wood","Yes",3,"No","No","Yes","Yes","Bicycle","None","Respondent & Spouse Jointly","no","22-Feb-12","Nsinka","2/22/12","Time, Money and Health",4.7713717693837,5.96421471172962,NA,NA,NA,"Female","Married (monogamous)","Yes","Cash only","Self-employed","All year","Participant owns phone","Spouse owns phone","Yes","6-10 cows","Bicycle","No","Yes","Wood","No","No","Yes","Yes","None","Respondent","Wife","Respondent & Spouse Jointly","Wife & Husband Jointly","No we had less than usual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"Bicycle",1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,"0",1,1,1,0,2135.63,0,0,1,0,37,1,1,1,1,3,1,1,0,0,1,1,0,1,1,0,1,2135.63
"1425","2/22/12 14:55","Orange","V",1432,"No",NA,NA,"Children",75,"Wood","No",NA,"No","No","Yes","Yes","None","None","Respondent","none","22-Feb-12","Nsinka","2/22/12","Saves Time and Money",1.98807157057654,1.98807157057654,NA,NA,NA,"Female","Widow or Widower","No",NA,NA,NA,"Participant does not own phone",NA,"No",NA,"None","No","No","Wood","No","No","Yes","Yes","None","Children","Children","Respondent","Wife",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,"None",0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,1,75,0,0,0,0,NA,0,0,0,0,0,0,0,1,1,0,1,0
"1426","2/22/12 11:55","Yellow","A",1371,"Yes",NA,NA,"Respondent",49,"Wood","Yes",2,"No","Yes","Yes","No","None","None","Respondent","none","22-Feb-12","Nsinka","2/22/12","Improves Health",1.19284294234592,1.19284294234592,NA,NA,NA,"Female","Widow or Widower","Yes","Cash only","Self-employed","All year","Participant owns phone",NA,"Yes","0-5 cows","None","No","Yes","Wood","No","Yes","Yes","No","None","Respondent","Wife","Respondent","Wife","No we had less than usual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"None",0,0,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1,"0",1,1,1,0,804.78,0,1,0,0,49,0,1,0,1,2,1,1,0,0,1,1,0,1,1,1,1,804.78
